Kategori,Judul,Link,Tanggal,Konten
Nasional,BPK Buka Suara usai Auditornya Disebut Peras Kementan Rp 12 Miliar,https://nasional.kompas.com/read/2024/05/10/19585331/bpk-buka-suara-usai-auditornya-disebut-peras-kementan-rp-12-miliar,10/05/2024,"Badan Pemeriksa Keuangan (BPK) menanggapi adanya dugaan auditor bernama Victor yang meminta uang kepada pihak Kementerian Pertanian (Kementan), jika ingin mendapatkan opini wajar tanpa pengecualian (WTP).
Dalam keterangan resminya, BPK menegaskan bahwa pihaknya bakal menindak tegas setiap auditor yang terbukti melakukan tindakan tersebut.
“Apabila ada kasus pelanggaran integritas, maka hal tersebut dilakukan oleh oknum yang akan diproses pelanggaran tersebut melalui sistem penegakan kode etik,” tulis BPK dalam siaran pers pada Jumat (10/5/2024).

BPK menghormati proses persidangan yang menguak adanya dugaan praktik jual beli, untuk pelabelan WTP terhadap laporan keuangan kementerian/lembaga.
Namun, BPK tetap akan mengedepankan asas praduga tidak bersalah, selama dugaan tindakan meminta atau menerima suap itu belum terbukti secara hukum.
“BPK mendukung upaya pemberantasan korupsi di Indonesia dan tidak mentolerir tindakan yang melanggar ketentuan peraturan perundang-undangan, kode etik, standar dan pedoman pemeriksaan,” kata BPK.
BPK mengeklaim bahwa proses audit laporan keuangan yang dilakukan selama ini sesuai dengan standar dan pedoman pemeriksaan.
“Serta dilakukan review mutu berjenjang, yakni quality control dan quality assurance,” pungkas BPK.

Diberitakan sebelumnya, Sidang lanjutan kasus korupsi eks Menteri Pertanian Syahrul Yasin Limpo (SYL) pada Rabu (7/5/2024) lalu, menguak masih adanya indikasi jual-beli opini WTP dalam proses audit yang dilakukan oleh BPK.
Sekretaris Direktorat Jenderal Prasarana dan Sarana Pertanian (Sesditjen PSP) Kementerian Pertanian (Kementan) Hermanto yang dihadirkan sebagai saksi mengungkapkan bahwa seorang auditor BPK bernama Victor pernah meminta uang Rp 12 miliar kepada Kementan.
Hermanto menyebutkan, uang itu diminta supaya hasil audit Kementan mendapatkan status WTP dari BPK. Status WTP Kementan terganjal karena adanya indikasi fraud dengan nilai besar dalam pelaksanaan program food estate atau lumbung pangan nasional.
“Ada. Permintaan itu disampaikan untuk disampaikan kepada pimpinan untuk nilainya kalau enggak salah diminta Rp 12 miliar untuk Kementan,” kata Hermanto, Rabu.

Namun, Hermanto mengatakan, Kementan tidak langsung memenuhi permintaan Victor. Berdasarkan informasi yang diperoleh dari eks Direktur Alat dan Mesin Pertanian Kementan Muhammad Hatta, Kementan hanya memberi Rp 5 miliar ke BPK.
“Enggak, kita tidak penuhi. Saya dengar tidak dipenuhi. Saya dengar mungkin (kalau) enggak salah sekitar Rp 5 miliar,” kata Herman."
Nasional,"Chappy Hakim: Semua Garis Batas NKRI Punya Potensi Ancaman, Paling Kritis di Selat Malaka",https://nasional.kompas.com/read/2024/05/10/19491771/chappy-hakim-semua-garis-batas-nkri-punya-potensi-ancaman-paling-kritis-di,10/05/2024,"Kepala Staf TNI AU (KSAU) periode 2002-2005 Marsekal (Purn) Chappy Hakim menyebutkan, semua garis batas Negara Kesatuan Republik Indonesia (NKRI) memiliki potensi ancaman.
Oleh sebab itu, dibutuhkan pertahanan berlapis. Indonesia juga harus menganut sistem total defense.
“Total defense menjadi sangat amat critical. Kenapa? Garis batas NKRI itu mempunya potensi ancaman, semuanya,” kata Chappy dalam acara Brigade Podcast Kompas.com, Kamis (8/5/2024) petang.

Menurut Chappy, titik paling kritis perbatasan Indonesia ada di Selat Malaka.
“Kenapa critical? Karena berbatasan dengan lebih dari satu atau dua negara,” ujar Ketua Pusat Studi Air Power Indonesia itu.
Chappy mengambil contoh South China Sea (SCS) atau Laut China Selatan (LCS) yang disengketakan oleh sejumlah negara.
“Potensi ancaman, sekali lagi datang dari perbatasan negara. Perbatasan negara yang kritis, (perbatasan) dengan negara yang lebih dari satu,” kata Chappy.
“The most critical border dari NKRI itu ada di Selat Malaka,” ucap dia lagi.

Chappy menyebutkan, belajar dari kasus Pearl Harbour dan serangan 11 September 2001 atau 9/11, ancaman bisa datang dengan mudahnya dari udara.
Ia menyebutnya sebagai ‘surprise attack’.
Kemudian, Chappy mengungkapkan ada tiga tantangan pertahanan udara Indonesia.
Pertama, Indonesia belum mengeklaim bahwa wilayah udara di atas teritori NKRI adalah wilayah kedaulatan negara.
“Kedua, wilayah udara di atas NKRI yang paling critical itu di Selat Malaka, perairan Riau dan Natuna. Dan itu didelegasikan pengelolaannya kepada otoritas penerbangan Singapura. Jadi kita tidak berdaulat di situ,” kata Chappy.
Ketiga, Indonesia dilewati Alur Laut Kepulauan Indonesia (ALKI).

Adapun ALKI adalah suatu pedoman atau acuan agar tidak terjadi pelanggaran bagi kapal-kapal asing yang melintasi wilayah perairan Indonesia.
Jalur ALKI menjadi sebuah representasi dari luasnya wilayah perairan yurisdiksi nasional yang berkaitan erat dengan status Indonesia sebagai negara maritim.
Penentuan ALKI dilakukan dengan cara menafsirkan ketentuan Konvensi Hukum Laut 1982 dan mengadakan serangkaian pertemuan dengan beberapa negara serta melibatkan International Maritime Organization (IMO) dan International Hydrographic Organization (IHO). Saat ini, Indonesia memiliki tiga ALKI.
“Kita harus bisa menyelesaikan tiga ini dulu,” kata Chappy."
Nasional,"Prabowo Diminta Cari Solusi Problem Rakyat, Bukan Tambah Kementerian",https://nasional.kompas.com/read/2024/05/10/19400081/prabowo-diminta-cari-solusi-problem-rakyat-bukan-tambah-kementerian,10/05/2024,"Isu penambahan jumlah kementerian digulirkan oleh Presiden Terpilih Prabowo Subianto dianggap terlampau elitis tidak menyentuh akar persoalan yang dihadapi masyarakat saat ini.
""Prabowo-Gibran malah lebih sibuk mengutarakan ide elitis yang berpusat pada pengelolaan kekuasaan antar elit. Dari silaturrahmi elit, rencana koalisi, presidential club dan kini penambahan jumlah menteri,"" kata Direktur Eksekutif Lingkar Madani untuk Indonesia (LIMA) Ray Rangkuti dalam keterangannya yang dikutip pada Jumat (10/5/2024).
Menurut Ray, narasi yang dilontarkan kubu Prabowo terkesan memuluskan jalan bagi elite partai politik, bukan menuntaskan persoalan rakyat.
Padahal, kata Ray, terdapat sejumlah persoalan masyarakat yang mendesak buat dicarikan solusi jangka pendek dan panjang oleh pemerintah.

""Apakah itu terkait dengan tingginya biaya UKT, harga bahan pokok yang terus merangkak, dan sebagainya,"" ucap Ray.
Ray menganggap wacana digulirkan kubu Prabowo memperlihatkan kelemahan dalam mengelola dan menghadapi tuntutan dari mitra koalisi.
Selain itu, Ray juga wacana itu memperlihatkan kelemahan visi Prabowo dalam membangun pemerintahan yang efektif dan efisien.
Sebelumnya diberitakan, wacana menambah jumlah kementerian di bawah pemerintahan Presiden terpilih Prabowo Subianto, sudah mendapatkan dukungan dari elite Partai Gerindra.

Wakil Ketua Umum Partai Gerindra Habiburokhman tidak memungkiri ada wacana menambah jumlah kementerian dari saat ini 34 menjadi 41 kementerian.
Menurut Habiburokhman, dalam konteks Indonesia, semakin banyak jumlah kementerian, justru baik bagi pemerintahan dan pelayanan publik.
Karena, kata dia, Indonesia merupakan negara besar yang memiliki target sekaligus tantangan yang besar.

”Jadi, wajar kalau kami perlu mengumpulkan banyak orang (untuk) berkumpul di dalam pemerintahan sehingga menjadi besar,” ujarnya saat ditemui di Kompleks Parlemen, Jakarta, Senin (6/5/2024)."
Nasional,Zulhas: Anggota DPR dan Gubernur Mana yang PAN Mintai Proyek? Enggak Ada!,https://nasional.kompas.com/read/2024/05/10/19352261/zulhas-anggota-dpr-dan-gubernur-mana-yang-pan-mintai-proyek-enggak-ada,10/05/2024,"Ketua Umum Partai Amanat Nasional (PAN) Zulkifli Hasan (Zulhas) menegaskan PAN tidak pernah meminta proyek kepada calon kepala daerah dan anggota dewan yang partainya usung.
Zulhas menjelaskan, pihaknya hanya meminta agar seluruh calon kepala daerah untuk bekerja secara bersungguh-sungguh.
Dengan begitu, kata dia, Indonesia Emas 2045 bisa tercapai.
Hal tersebut Zulhas sampaikan dalam acara rakornas pilkada PAN di Hotel JS Luwansa, Jakarta Selatan, Jumat (10/5/2024).
""Insyaallah kami enggak akan minta-minta proyek, enggak, enggak. Saya sudah dukung banyak, saya enggak minta proyek, dan tidak usah ada mengatasnamakan saya meminta proyek, enggak ada. Kami enggak minta proyek-proyek, tidak,"" ujar Zulhas.
""Tapi kami meminta berjuang sungguh-sungguh, agar keadaan masyarakat kabupaten, kota provinsi, Bapak lebih baik, maka Indonesia lebih baik, maka cita-cita kita 2045 menjadi negara maju bisa kita capai,"" sambungnya.

Zulhas memberi contoh ketika mengusung Khofifah Indar Parawansa sebagai Gubernur Jawa Timur (Jatim).
Menurutnya, PAN hanya meminta sosok yang diusung untuk memberi yang terbaik bagi daerah yang dipimpin.
""Tadi saya ditanya di sini waktu Bu Khofifah datang ke sini oleh wartawan, apa yang sudah diberikan oleh PAN selama 5 tahun. Saya mengatakan kalau Bapak/Ibu insyaallah berbuat yang terbaik untuk kabupaten saudara, berbuat terbaik untuk provinsi saudara, itulah cara membalas kalau PAN memberikan rekom,"" kata Zulhas.
Ditemui terpisah, Zulhas kembali menegaskan PAN tidak akan pernah meminta proyek kepada kepala daerah yang diusung.
""Komitmen mereka harus sungguh-sungguh membangun daerahnya. PAN tidak pernah meminta proyek, enggak,"" jelasnya.

Dia lantas menantang, gubernur, bupati, dan anggota DPR mana yang diusung PAN yang mengeluh dimintai proyek.
""Saudara bisa cek ada di bupati mana, DPR mana, gubernur mana yang kami minta proyek? Enggak, nol, enggak ada. Kami hanya minta penuhi janji-janjinya seperti matahari, enggak pernah ingkar janji,"" imbuh Zulhas."
Nasional,Usul Prabowo Tambah Kementerian Dianggap Sinyal Kepemimpinan Lemah,https://nasional.kompas.com/read/2024/05/10/19335751/usul-prabowo-tambah-kementerian-dianggap-sinyal-kepemimpinan-lemah,10/05/2024,"Gagasan kubu Presiden Terpilih Prabowo Subianto buat menambah jumlah kementerian seolah membuat kepemimpinannya terlihat lemah di hadapan mitra koalisinya, serta tidak sejalan efektivitas birokrasi.
""Hal ini sekaligus sinyal bagi lemahnya posisi pak Prabowo di hadapan teman-teman koalisinya,"" kata Direktur Eksekutif Lingkar Madani untuk Indonesia (LIMA) Ray Rangkuti dalam keterangannya yang dikutip pada Jumat (10/5/2024).
Ray mengatakan, gagasan itu juga memperlihatkan Prabowo seolah terlihat lemah dalam menangani konflik-konflik kepentingan diperkirakan akan selalu hadir dalam pemerintahan.
""Sinyal bagi lemahnya manajemen konflik di dalam kepemimpinan pak Prabowo-Gibran,"" ucap Ray.

Selain itu, gagasan penambahan kementerian juga dianggap menjadi sinyal buruk bagi pembentukan pemerintah yang efektif dan efesien.
""Prinsip penting bagi negara yang ingin percepatan pembangunan adalah modernisasi birokrasi dan transparansi,"" ucap Ray.
Ray mengatakan, rencana penambahan anggota kabinet justru berpeluang menambah birokrasi pemerintahan.
Dampaknya, kata dia, justru akan berujung pada makin panjangnya birokrasi pengambilan keputusan.

Sebelumnya diberitakan, wacana menambah jumlah kementerian di bawah pemerintahan Presiden terpilih Prabowo Subianto, sudah mendapatkan dukungan dari elite Partai Gerindra.
Wakil Ketua Umum Partai Gerindra Habiburokhman tidak memungkiri ada wacana menambah jumlah kementerian dari saat ini 34 menjadi 41 kementerian.
Menurut Habiburokhman, dalam konteks Indonesia, semakin banyak jumlah kementerian, justru baik bagi pemerintahan dan pelayanan publik.
Karena, kata dia, Indonesia merupakan negara besar yang memiliki target sekaligus tantangan yang besar.

”Jadi, wajar kalau kami perlu mengumpulkan banyak orang (untuk) berkumpul di dalam pemerintahan sehingga menjadi besar,” ujarnya saat ditemui di Kompleks Parlemen, Jakarta, Senin (6/5/2024)."
Health,Apa yang Harus Dilakukan Jika Ejakulasi Dini? Berikut 8 Daftarnya…,https://health.kompas.com/read/24E10220000668/apa-yang-harus-dilakukan-jika-ejakulasi-dini-berikut-8-daftarnya-,10/05/2024,"Ejakulasi dini kerap menimbulkan rasa tidak nyaman pada para pria dan pasangannya. Lalu, apa yang harus dilakukan jika ejakulasi dini?
Selain minum obat, Anda juga bisa mengatasi ejakulasi dini dengan melakukan perawatan mandiri, seperti melakukan senam Kegel dan menggunakan kondom saat berhubungan seksual.
Anda juga mungkin perlu melakukan konseling dengan psikolog atau psikiater jika penyebab ejakulasi dini adalah masalah kesehatan mental tertentu.
Untuk lebih jelasnya, ketahui cara mengatasi ejakulasi dini secara alami dan medis berikut ini.

Ejakulasi dini bukan merupakan masalah kesehatan permanen karena bisa diatasi dengan pengobatan dan perawatan yang tepat.
Disarikan dari Mayo Clinic dan WebMD, berikut adalah beberapa cara mengatasi ejakulasi dini secara alami dan medis yang bisa dilakukan.
Meskipun belum ada obat ejakulasi dini, beberapa jenis obat memiliki efek samping untuk memperlambat orgasme.
Beberapa jenis obat yang mungkin akan diberikan, yakni antidepresan, tramadol, dan obat untuk disfungsi ereksi.
Krim, gel, atau semprotan untuk memberikan sensasi mati rasa, seperti benzocaine atau lidocaine, kerap digunakan untuk mengatasi ejakulasi dini.
Krim, gel, atau semprotan tersebut perlu diaplikasikan pada penis selama 10-15 menit sebelum melakukan hubungan seksual untuk mengurangi rangsangan dan membantu untuk memperlambat ejakulasi.

Teknik start-stop, atau mulai-berhenti, adalah teknik yang dilakukan dengan memberikan rangsangan pada penis hingga rasanya ingin mencapai orgasme.
Kemudian, hentikan rangsangan selama 30 detik atau hingga dorongan untuk orgasme berhenti, dan ulangi tiga hingga empat kali sebelum mencapai orgasme.
Teknik squeeze, atau meremas, mirip dengan teknik start-stop. Namun ketika Anda ingin mencapai orgasme, Anda atau pasangan perlu meremas ujung penis hingga ereksi hilang.
Anda perlu mengulangi teknik ini beberapa kali sebelum mencapai orgasme.
Senam Kegel adalah salah satu latihan yang dapat dilakukan untuk menguatkan otot dasar panggul."
Health,Darah Haid yang Sehat Itu Seperti Apa? Berikut 4 Daftarnya…,https://health.kompas.com/read/24E10210000368/darah-haid-yang-sehat-itu-seperti-apa-berikut-4-daftarnya-,10/05/2024,"Warna darah menstruasi dan teksturnya dapat menggambarkan kesehatan seorang wanita. Lalu, darah haid yang sehat itu seperti apa?
Ternyata, darah haid yang sehat adalah berwarna kecoklatan atau merah cerah, dan disertai dengan gumpalan darah.
Sebaliknya, darah menstruasi yang tidak normal umumnya berubah warna, disertai dengan bau tidak sedap, dan terasa gatal di area kewanitaan.
Untuk lebih jelasnya, darah haid yang sehat dan tidak normal yang perlu diketahui berikut ini.

Ternyata, darah haid yang sehat ternyata memiliki warna kecoklatan atau merah cerah, dan disertai dengan munculnya gumpalan darah.
Dilansir dari Medical News Today, warna darah menstruasi dapat memperlihatkan masalah kesehatan apa yang sedang dialami.
Selain warna, keluarnya gumpalan darah saat menstruasi juga bisa menunjukkan kesehatan seorang wanita.
Beberapa tanda darah haid yang sehat, yakni:
Darah haid bisa berganti warna dan tekstur sehingga akan berbeda dari siklus menstruasi yang satu dengan yang lainnya.
Perubahan ini dipicu oleh faktor hormon, makanan yang dikonsumsi, gaya hidup, usia, dan masalah lingkungan.
Meskipun begitu, kondisi tersebut umumnya wajar dan bukan merupakan gejala dari masalah kesehatan yang serius.

Darah haid yang tidak normal juga bisa diketahui dari warna, gumpalan darah, serta gejala lainnya yang dialami.
Dilansir dari Healthline, terdapat beberapa tanda darah haid yang tidak normal, seperti:
Memahami darah haid yang sehat itu seperti apa sangatlah penting karena juga akan menunjukkan kesehatan seorang wanita.
Meskipun begitu, perubahan warna dan tekstur darah haid umumnya wajar dan bukan hal yang perlu dikhawatirkan.
Namun, Anda bisa segera mencari bantuan medis jika terdapat perubahan warna darah haid dan disertai dengan gejala lainnya agar bisa segera mendapatkan diagnosis dan perawatan yang tepat."
Health,10 Minyak Alami untuk Mengatasi Kulit Kering Secara Efektif,https://health.kompas.com/read/24E10200000168/10-minyak-alami-untuk-mengatasi-kulit-kering-secara-efektif,10/05/2024,"Penggunaan minyak nabati sebenarnya pilihan yang baik untuk merawat tipe kulit cenderung kering.
Jenis minyak ini mengandung pelembab alami dan beberapa di antaranya mengandung antioksidan serta antiinflamasi, seperti yang dikutip dari Very Well Health.
Itu dapat membantu meningkatkan kesehatan skin barrier (lapisan kulit terluar) kamu.
Baca terus artikel ini untuk tahu minyak apa saja yang dapat digunakan dalam mengatasi kulit kering secara alami.

Berikut daftar minyak yang bisa membantumu mengatasi kulit kering secara alami:
Minyak almond yang masih murni mengandung asam oleat, beta sitosterol, dan alfa tokoferol.
Asam oleat memudahkan minyak meresap lebih dalam ke kulit, sehingga efektif melembabkan.
Beta sitosterol telah terbukti menjadi bahan aktif yang melembabkan dan menenangkan kulit.
Penelitian menunjukkan bahwa B-sitosterol cukup kuat untuk membantu mengobati dermatitis atopik (eksim).
Sedangkan, tokoferol telah terbukti memberikan manfaat antioksidan.
Minyak marula diekstrak dari buah marula. Bisa juga dibuat dari kulit luar buah kacang marula.
Minyak marula mengandung asam amino penyusun protein, antioksidan, dan asam lemak.
Minyak ini terbukti membantu mengembalikan kelembapan kulit secara efektif. Karena sifatnya yang ringan, membuatnya lebih mudah menembus kulit.
Selain itu, berkat kandungan asam lemaknya yang tinggi, minyak ini dapat mencegah kulit kering dengan mempertahankan tingkat kelembapan lebih lama.

Penelitian menunjukkan bahwa minyak ini efektif digunakan untuk mengatasi kulit kering.
Hal ini karena dapat membantu menjaga kesehatan skin barrier dan meningkatkan tingkat kelembapan kulit secara keseluruhan.
Minyak bunga matahari juga terbukti meningkatkan produksi sel kulit yang dikenal sebagai keratinosit, jenis sel utama yang ditemukan di epidermis (lapisan atas kulit Anda).
Produksi lemak alami pada kulit juga didorong oleh minyak bunga matahari juga menghasilkan pelindung kulit yang lebih sehat."
Health,Penyakit Apa Saja yang Bisa Disembuhkan dengan Kunyit?,https://health.kompas.com/read/24E10190000468/penyakit-apa-saja-yang-bisa-disembuhkan-dengan-kunyit-,10/05/2024,"Kunyit kerap dijadikan salah satu obat herbal yang dapat meyembuhkan beberapa jenis penyakit. Lalu, penyakit apa saja yang bisa disembuhkan dengan kunyit?
Ternyata, beberapa jenis penyakit dapat disembuhkan atau dikurangi gejalanya dengan konsumsi kunyit, seperti hay fever atau rhinitis alergi, gangguan pencernaan, depresi, dan kolesterol tinggi.
Kunyit juga cenderung aman untuk dikonsumsi setiap hari dan efek sampingnya cenderung ringan, seperti sakit perut, mual atau diare.
Untuk lebih jelasnya, ketahui beberapa jenis penyakit yang bisa disembuhkan dengan kunyit berikut ini.

Ternyata, kunyit berguna untuk menyembuhkan atau meringankan gejala dari beberapa masalah kesehatan.
Disarikan dari WebMD dan Cleveland Clinic, berikut adalah beberapa jenis penyakit yang bisa disembuhkan dengan kunyit.
Kunyit yang dikonsumsi, seperti dengan merebusnya atau menambahkannya di dalam masakan, sudah terbukti dapat mengurangi gejala hay fever, atau rhinitis alergi.
Gejala yang dapat dikurangi, yakni bersin-bersin, gatal-gatal, pilek, dan hidung tersumbat.
Beberapa orang yang mengonsumsi kunyit mengalami penurunan gejala gangguan pencernaan, atau dispepsia.
Kandungan kurkumin pada kunyit ternyata memiliki fungsi yang sama dengan jenis obat lain yang disebut omeprazole yang berguna untuk mengurangi mulas, sakit maag, dan refluks asam.

Penderita depresi perlu mengonsumsi antidepresan untuk mengurangi gejala yang muncul.
Minum antidepresan bersamaan dengan kunyit ternyata memberikan hasil yang lebih baik karena gejala depresi dapat berkurang secara signifikan.
Salah satu manfaat minum kunyit setiap hari adalah dapat menurunkan kadar lemak darah yang disebut dengan trigliserida.
Kunyit yang dikonsumsi bersamaan dengan obat kolesterol juga sudah terbukti dapat menurunkan kolesterol tinggi dan menurunkan risiko penyakit jantung.
Lemak dapat menumpuk di liver, atau hati, pada orang-orang yang terbiasa minum minuman beralkohol, dan yang tidak."
Health,Apa yang Harus Dilakukan Kalau Gula Darah Tinggi? Ini 10 Daftarnya…,https://health.kompas.com/read/24E10180000468/apa-yang-harus-dilakukan-kalau-gula-darah-tinggi-ini-10-daftarnya-,10/05/2024,"Gula darah tinggi, atau hiperglikemia, adalah salah satu kondisi yang kerap dialami oleh penderita diabetes. Lalu, apa yang harus dilakukan kalau gula darah tinggi?
Ternyata, gula darah tinggi bisa diatasi dengan melakukan pola hidup sehat, seperti berolahraga secara teratur, tidur cukup, dan makan makanan bernutrisi.
Untuk lebih jelasnya, ketahui cara menurunkan gula darah tinggi berikut ini.

Gula darah tinggi umumnya bisa diatasi dengan melakukan perawatan dan pengobatan mandiri.
Anda yang mengalami hiperglikemia perlu melakukan injeksi insulin dan perubahan asupan makanan, serta olahraga teratur.
Namun, penderita diabetes tipe 2 yang tidak menggunakan insulin hanya perlu melakukan perubahan kebiasaan dan asupan makanan, serta mengonsumsi obat diabetes yang diberikan.
Disarikan dari Healthline dan Mayo Clinic, berikut adalah beberapa cara menurunkan gula darah tinggi yang bisa dicoba.
Olahraga secara teratur adalah salah satu cara yang paling efektif untuk menurunkan kadar gula darah tinggi.
Namun, olahraga tidak boleh dilakukan ketika Anda memiliki keton di dalam urine karena justru bisa meningkatkan kadar gula darah.
Konsumsi karbohidrat secara berlebihan dapat meningkatkan kadar gula darah.
Sebaliknya, melakukan diet rendah karbohidrat dapat menurunkan gula darah dan mencegahnya untuk meningkat kembali.

Serat dapat memperlambat penyerapan karbohidrat dan gula, sehingga kadar gula darah akan naik secara perlahan.
Bahkan, menambah asupan serat dalam menu diet sehari-hari dapat meningkatkan kemampuan tubuh untuk mengatur gula darah dan mencegah kadar gula darah rendah.
Minum air putih tidak hanya akan mencegah dehidrasi, tetapi juga akan membantu ginjal untuk mengeluarkan kelebihan gula melalui urine.
Bahkan Anda yang minum air putih lebih banyak memiliki risiko gula darah tinggi dan diabetes yang lebih kecil."
Health,Pentingnya Checkup untuk Deteksi Gagal Jantung,https://health.kompas.com/read/24E10160400268/pentingnya-checkup-untuk-deteksi-gagal-jantung,10/05/2024,"Gagal jantung merupakan penyakit serius yang dapat memburuk dan mengakibatkan komplikasi. Rutin melakukan pemeriksaan kesehatan atau checkup merupakan salah satu langkah penting mencegah gagal jantung.
Gagal jantung merupakan kondisi ketika otot jantung tidak mampu memompa cukup darah ke seluruh tubuh. Padahal, darah membawa oksigen yang dibutuhkan organ-organ tubuh.
""Ketidakmampuan jantung dalam memompa darah secara efektif ke seluruh tubuh sehingga mengakibatkan kegagalan dalam suplai darah, nutrisi, dan oksigen ke berbagai organ tubuh,"" kata Dr.dr.Antonia Anna Lukito Sp.JP(K), Kepala Heart Center dan Koordinator ICCU RS Siloam Lippo Village Tangerang.
Gagal jantung dapat berkaitan dengan kelainan pada otot jantung, baik berupa otot yang melemah atau kaku, atau pembebanan jantung yang berlebihan.
Dijelaskan oleh dr.Antonia, ada berbagai penyebab gagal jantung, namun penyebab tersering adalah penyakit jantung koroner dan hipertensi yang tidak dikontrol.

Dok pribadi Dr.dr.Antonia Anna Lukito Sp.JP(K)""Penyebab lainnya adalah penyakit jantung katup, kelainan jantung bawaan, kelainan otot jantung spesifik, diabetes, penyakit ginjal kronik, hingga kelainan otot jantung terkait kehamilan,"" terangnya.
Ia menekankan pentingnya melakukan checkup rutin, terutama pada orang yang memiliki faktor risiko gagal jantung, misalnya saja penderita hipertensi, diabetes, ada riwayat penyakit jantung, perokok, serta orang di atas usia 65 tahun.
""Seseorang yang menderita hipertensi memiliki kemungkinan masuk dalam indikasi gagal jantung,"" katanya.
Ada pun pemeriksaan untuk mendeteksi gagal jantung meliputi pemeriksaan fisik, rekam jantung, ekokardiografi, pemeriksaan laboratorium darah, hingga pemeriksaan pencitraan lanjut berupa MRI jantung dan CT Scan jantung.
Gejala gagal jantung antara lain sesak napas yang memberat seiring waktu, terutama setiap beraktivitas atau seseorang tersebut tidak bisa lagi berbaring terlentang karena merasa sesak di dada.
""Keluhan-keluhan ini terkadang kurang jelas ditemukan pada kasus gagal jantung stadium awal atau pada penderita usia lanjut yang sudah kurang aktif bergerak, sehingga checkup rutin pada penderita yang berisiko tinggi sangat dianjurkan untuk dilakukan,"" kata dr.Antonia.
Penderita gagal jantung di Indonesia diperkirakan mencapai 5 persen dari jumlah penduduk. Angka kematian akibat penyakit ini juga tinggi.

“Berdasarkan jurnal kesehatan, di Asia Pasifik, Indonesia memiliki angka kematian paling tinggi. Secara nasional angka kematian pasien gagal jantung selama perawatan di rumah sakit tercatat 4-6 persen,"" kata dr.Leonardo Paskah Suciadi, Sp.JP, Koordinator Heart Failure Clinic di RS Siloam Kebon Jeruk.
Ia mengatakan, usia rata-rata pasien gagal jantung di Indonesia adalah di awal 60 tahun.
Pengobatan penyakit ini adalah konsumsi obat yang harus dikonsumsi seumur hidup. Selain itu, menurut dr.Paskah saat ini ada inovasi penanganan gagal jantung lanjut, yaitu Left Ventricular Assist Device (LVAD).
LVAD adalah perangkat mekanis yang dirancang untuk membantu jantung memompa darah saat terjadi kegagalan jantung atau gangguan fungsi pompa jantung pada level tertentu.
""LVAD dapat membantu meningkatkan kualitas hidup pasien dengan mengurangi gejala akibat gagal jantung lanjut, seperti sesak napas dan kelelahan yang terus-menerus,"" katanya.
Namun, tidak semua pasien cocok untuk menerima LVAD. Terdapat kandidat pasien yang ideal untuk menjadi pasien LVAD, karena pasien perlu menjalani perawatan dan pemantauan rutin yang diperlukan pasca pemasangan LVAD.
Pasien juga butuh perawatan sekitar tiga minggu untuk masa pemulihan setelah dipasang LVAD."
